% Model,Supported-Internal-m50.mph
% Version,COMSOL 5.4.0.225
% Date,"Sep 25 2022, 11:21"
% Table,"Table: Table 1 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),"theta_i=0.2618, Q_sca (1)","theta_i=0.2618, Q_abs (1)","theta_i=0.2618, Q_ext (1)","theta_i=0.66323, Q_sca (1)","theta_i=0.66323, Q_abs (1)","theta_i=0.66323, Q_ext (1)","theta_i=0.73304, Q_sca (1)","theta_i=0.73304, Q_abs (1)","theta_i=0.73304, Q_ext (1)","theta_i=1.309, Q_sca (1)","theta_i=1.309, Q_abs (1)","theta_i=1.309, Q_ext (1)"
400,0.02312615323247258,1.23726070726782,1.2603868605002924,0.012947396660536766,0.9400379596485358,0.9529853563090726,0.018211593728536663,1.8506426369015891,1.868854230630126,0.006189779513131053,0.40429810721851944,0.4104878867316505
410,0.02124656282089238,1.2116876132439998,1.2329341760648922,0.011895701977698105,0.9191212669471875,0.9310169689248856,0.01665829661860589,1.80868370008581,1.825341996704416,0.005626620805879759,0.39394653890707365,0.39957315971295343
419.99999999999994,0.019341068619380727,1.1840192300981895,1.2033602987175702,0.010775347933710896,0.8970796108140447,0.9078549587477557,0.015042150732836473,1.7651973136520065,1.780239464384843,0.005106165109169427,0.383155437848691,0.38826160295786044
429.99999999999994,0.017609123613324746,1.1581313983851962,1.1757405219985209,0.009781963433429934,0.8769026792115748,0.8866846426450048,0.013684853752386745,1.7258490468581629,1.7395339006105497,0.00464548511425133,0.373191501078741,0.37783698619299233
439.99999999999994,0.016282319579950893,1.1520845843369103,1.1683669039168612,0.009068770238251578,0.8721047212130043,0.8811734914512559,0.01263423285510459,1.7173239839488212,1.7299582168039258,0.00427780499739747,0.36987615444339383,0.37415395944079133
450,0.015190601597379715,1.1552564409750352,1.170447042572415,0.008437169687612413,0.8747081896270987,0.8831453593147112,0.011703226406111093,1.7238728026373542,1.7355760290434652,0.003962620684989679,0.3696837818091536,0.3736464024941433
460,0.013941593190209444,1.1479280215561347,1.161869614746344,0.007696598578761176,0.8703860654679786,0.8780826640467397,0.010745175412642258,1.718454458015309,1.7291996334279511,0.003647506966873318,0.36634106441869724,0.36998857138557056
470,0.012879868426714723,1.1449102246934773,1.1577900931201919,0.007147507919688711,0.8699207226084098,0.8770682305280985,0.009966284007365512,1.7213463165653544,1.73131260057272,0.0033680250942318486,0.3645271748250492,0.36789519991928105
480,0.012360905321184208,1.1748631370187095,1.1872240423398936,0.006825506435841931,0.894229560553056,0.9010550669888979,0.009455491798207271,1.77295756534895,1.7824130571471573,0.0032043136317560597,0.3733109285998017,0.37651524223155775
490,0.013039623622765208,1.2620975047033582,1.2751371283261235,0.007219257067584824,0.9611718288349674,0.9683910859025523,0.010000245754453485,1.9076374994453267,1.9176377451997801,0.0033613034647348196,0.4002687175522516,0.4036300210169864
500,0.015484071487474372,1.4394250203454304,1.4549090918329048,0.008454481055695046,1.0916793794285653,1.1001338604842603,0.01165299168086506,2.161249719310941,2.172902710991806,0.004023086603532603,0.45521277488615286,0.4592358614896855
505,0.017961099668305475,1.573655807129626,1.5916169067979316,0.009780518811971409,1.1866214805123574,1.196401999324329,0.013355700628600446,2.3395763545052937,2.352932055133894,0.0046651747709867955,0.49643084339243376,0.5010960181634205
507.49999999999994,0.019616711479987038,1.6516952228627275,1.6713119343427145,0.010611304486362742,1.2400053438269574,1.25061664831332,0.014444935986069656,2.4367034672247927,2.4511484032108624,0.005075830771115178,0.5201215953532056,0.5251974261243207
509.99999999999994,0.02144776503977754,1.7359901384561167,1.7574379034958942,0.011633089348973898,1.2964742437105357,1.3081073330595097,0.01574877535155134,2.5375312501678913,2.5532800255194426,0.0055193677312218754,0.5455371903512662,0.5510565580824881
512.5,0.023620183147133374,1.8247554346173434,1.8483756177644768,0.012716620702435772,1.3542064100138846,1.3669230307163205,0.01693778929782474,2.637423593081708,2.6543613823795327,0.0060394960291711595,0.5719618663230075,0.5780013623521787
515,0.025956105351721524,1.914657185460665,1.9406132908123865,0.013857423012400213,1.4104620241408308,1.424319447153231,0.01835950656616921,2.7310373596121504,2.7493968661783197,0.006640004060726115,0.5983401883781615,0.6049801924388876
517.5,0.02858813934610177,2.0022391725853703,2.030827311931472,0.015227333567675585,1.4627235848566298,1.4779509184243054,0.01971668673855547,2.8130562139640363,2.832772900702592,0.007262284829246232,0.623476678109878,0.6307389629391241
519.9999999999999,0.03128457729856122,2.0821398867274605,2.113424464026022,0.01654236449149976,1.507364832423169,1.5239071969146687,0.02137654398069332,2.8769298444579277,2.898306388438621,0.007964437277659905,0.645722185887014,0.653686623164674
522.5,0.033883156495157,2.1480355697805367,2.181918726275694,0.017758720807197415,1.5402704103656413,1.5580291311728387,0.02253241403236107,2.9156148615544164,2.9381472755867777,0.008604355867265111,0.6631494377640273,0.6717537936312925
525,0.036381500338542656,2.1951600037615524,2.231541504100095,0.01887828547670633,1.5587903191758015,1.5776686046525077,0.023677033560005424,2.9255692355209884,2.949246269080994,0.009238729545087882,0.6744306299227903,0.6836693594678782
527.5,0.0384496056613516,2.2196551085991465,2.258104714260498,0.01987604980571782,1.5611456941496495,1.5810217439553673,0.024719193025968835,2.9049005849564704,2.929619777982439,0.009774253608133198,0.6785907691832055,0.6883650227913387
530,0.04029094420212072,2.221762363925891,2.262053308128012,0.020738526168452655,1.548273844205036,1.5690123703734888,0.025284879645851608,2.8564288623987615,2.8817137420446133,0.010117214648455629,0.6758398466729115,0.6859570613213671
532.4999999999999,0.04142074682550464,2.20024248284828,2.2416632296737844,0.021125692805890675,1.5201454140402266,1.5412711068461173,0.025525066052554633,2.7817594982617027,2.807284564314257,0.010453366774075218,0.6660241786600984,0.6764775454341737
