% Model,Supported-Internal-p75.mph
% Version,COMSOL 5.4.0.225
% Date,"Sep 25 2022, 11:03"
% Table,"Table: Table 1 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),"theta_i=0.2618, Q_sca (1)","theta_i=0.2618, Q_abs (1)","theta_i=0.2618, Q_ext (1)","theta_i=0.66323, Q_sca (1)","theta_i=0.66323, Q_abs (1)","theta_i=0.66323, Q_ext (1)","theta_i=0.73304, Q_sca (1)","theta_i=0.73304, Q_abs (1)","theta_i=0.73304, Q_ext (1)","theta_i=1.309, Q_sca (1)","theta_i=1.309, Q_abs (1)","theta_i=1.309, Q_ext (1)"
400,0.009043399073438112,0.5682372708771265,0.5772806699505646,0.02512186791273168,1.1553713666147527,1.1804932345274843,0.0767098744768432,3.357206350153505,3.433916224630348,0.0044201982931307855,0.22530076832813006,0.22972096662126085
410,0.00826560346080191,0.5541316490313541,0.5623972524921561,0.02292982860020884,1.1266328652620938,1.1495626938623027,0.07004477095419952,3.275333756636876,3.3453785275910755,0.004058126224998108,0.22104590286558984,0.22510402909058794
419.99999999999994,0.00754450237076152,0.5402134083701579,0.5477579107409194,0.020946851849608043,1.0979839224781098,1.118930774327718,0.06400071749719558,3.1933596167667426,3.257360334263938,0.0037499218758421807,0.21667618378512757,0.22042610566096976
429.99999999999994,0.006875458592552143,0.5284933783912299,0.535368836983782,0.018994108311536615,1.0735928648754087,1.0925869731869453,0.05798438912296603,3.1236312190235895,3.1816156081465556,0.00338468524319448,0.21304126361602552,0.21642594885922
439.99999999999994,0.006355828581561959,0.5267600935173968,0.5331159220989587,0.017582766369488186,1.069490731356832,1.0870734977263201,0.05376051257488893,3.112696064473196,3.1664565770480846,0.0031850587246237422,0.21340995823619358,0.21659501696081732
450,0.005932551793464724,0.5304255152694564,0.5363580670629211,0.016332598144199264,1.0762074489719569,1.0925400471161562,0.04994864082267514,3.1331821560126265,3.1831307968353015,0.0029651876550122152,0.21589641217667388,0.2188615998316861
460,0.005459589760660273,0.5320425803418144,0.5375021701024747,0.01500646828783757,1.078025362025059,1.0930318303128965,0.04590394346055544,3.138767605371791,3.1846715488323465,0.0027432054227470924,0.21734649627555466,0.22008970169830175
470,0.0050366281312328965,0.5367238672099761,0.541760495341209,0.013791479109917008,1.0859499849572527,1.0997414640671697,0.042212572104576455,3.1621611814295814,3.2043737535341577,0.0025436343976238717,0.2199839104659781,0.22252754486360196
480,0.00483943195042016,0.5568086998350369,0.561648131785457,0.01323407865852627,1.125475965341667,1.1387100440001934,0.040459640349131264,3.2777049012537716,3.318164541602903,0.002446910480653805,0.22910642201701137,0.2315533324976652
490,0.004962160767437699,0.6002554046722962,0.6052175654397339,0.013530736848329929,1.2138698984782825,1.2274006353266125,0.04136380569154438,3.536918601254205,3.5782824069457493,0.0025048106543837604,0.24840748236893512,0.25091229302331886
500,0.00555220439532031,0.6696705173438469,0.6752227217391672,0.015352391618835007,1.3605821806697858,1.3759345722886207,0.04715548734360825,3.9706923857410743,4.0178478730846825,0.0028913806788023575,0.28014307060993915,0.2830344512887415
505,0.006221359621639555,0.7089331694939329,0.7151545291155725,0.017070483915505797,1.447860092886386,1.4649305768018919,0.05243065465303382,4.231489849670204,4.2839205043232385,0.003214210284773162,0.299130067851708,0.3023442781364811
507.49999999999994,0.006612717797871977,0.72661819421443,0.733230912012302,0.018138523077154696,1.4892033500396187,1.5073418731167734,0.055623490375833064,4.356331139937741,4.411954630313574,0.003429579314019167,0.3082245495917276,0.3116541289057468
509.99999999999994,0.006983611873841655,0.7416944902270965,0.7486781021009382,0.019287982698131517,1.52645230575747,1.5457402884556015,0.059216439124513826,4.4699128895576345,4.529129328682148,0.003622065667723559,0.3164962727397069,0.3201183384074304
512.5,0.0073851716452916424,0.7518290674877787,0.7592142391330703,0.0205439570742403,1.5547399182455026,1.575283875319743,0.06312881902062777,4.558171770299391,4.621300589320019,0.0039017050933508285,0.32292719660086117,0.32682890169421197
515,0.007803816645540412,0.7559490976904724,0.7637529143360128,0.021774576504149233,1.5715902271415663,1.5933648036457155,0.06703330789602925,4.613796431174098,4.680829739070127,0.004131031935407915,0.32697035491113907,0.331101386846547
517.5,0.008231741966955313,0.7535127864979372,0.7617445284648925,0.022984541079828832,1.5749864641283056,1.5979710052081344,0.07069028971160746,4.629612294333774,4.700302584045382,0.0044047718969707,0.3282113454557043,0.332616117352675
519.9999999999999,0.008464108506331865,0.7428052929015807,0.7512694014079125,0.023803416507247332,1.561601532126363,1.5854049486336104,0.07332731428668188,4.596263979160196,4.669591293446878,0.0045600997736292975,0.3258396177833345,0.3303997175569638
522.5,0.00868165437530078,0.725064247242633,0.7337459016179337,0.02454685986478162,1.5324684261021184,1.5570152859669,0.07570692235909364,4.51670762668607,4.592414549045164,0.004631927779072974,0.3202046811570357,0.32483660893610866
525,0.008881336949823319,0.7014189529597287,0.710300289909552,0.025153699278229417,1.4892851991648952,1.5144388984431247,0.07751124874888352,4.393249901492191,4.470761150241074,0.004787022315780268,0.31149951286478555,0.3162865351805658
527.5,0.008807766471950276,0.6722249927017601,0.6810327591737103,0.025269710720880776,1.4336150476183804,1.4588847583392612,0.0780272447857081,4.233604164742075,4.311631409527783,0.00479532005292424,0.30014979038890294,0.30494511044182715
530,0.008752474832533757,0.6395062733762235,0.6482587482087572,0.025159227457069253,1.368909282023124,1.3940685094801932,0.07780609965639165,4.0460515082150375,4.123857607871429,0.00478106353837871,0.2868228220078741,0.29160388554625283
532.4999999999999,0.008666195865829415,0.6051975463632266,0.613863742229056,0.024960429488333165,1.2990724502676319,1.324032879755965,0.07715280940283188,3.8421755079045226,3.9193283173073543,0.004763194043357249,0.27240973280973396,0.2771729268530912
535,0.00850267705535638,0.5708994991876766,0.5794021762430329,0.024600670160954047,1.2277386688761196,1.2523393390370736,0.07618307787516275,3.6325842296958952,3.708767307571058,0.004734821757282102,0.25764497450135526,0.2623797962586374
537.5,0.008302839462047826,0.5358401726564248,0.5441430121184726,0.02402134914268683,1.1547904441390808,1.1788117932817677,0.07428142385908715,3.4183189748028493,3.4926003986619363,0.004550522526380411,0.24243197441852646,0.24698249694490687
540,0.008134356389759031,0.5024698626556096,0.5106042190453686,0.02350084803687822,1.0839312750685297,1.1074321231054078,0.07256957130393583,3.2094149744537113,3.281984545757647,0.004455912706249743,0.22770840940276577,0.2321643221090155
542.4999999999999,0.007822883229442263,0.47041092215856617,0.4782338053880084,0.022729399734658158,1.0154602415958245,1.0381896413304827,0.07039176563185753,3.007257510653125,3.0776492762849825,0.0043458345191281405,0.21345188104343682,0.21779771556256497
545,0.007648255079842878,0.4401362018412905,0.4477844569211334,0.022152049546211958,0.9503479138634607,0.9724999634096727,0.06848663463947305,2.8147299953707927,2.8832166300102657,0.004224882831210347,0.19988890835935993,0.20411379119057027
547.5,0.007343282065251382,0.41153751867811383,0.4188808007433652,0.021349731681194306,0.8887586567532881,0.9101083884344825,0.0661393593330302,2.632514241947766,2.698653601280796,0.004106771770545428,0.18703519722238618,0.19114196899293162
550,0.007130448871824757,0.38472330334140575,0.3918537522132305,0.020752925130962205,0.8307249142512965,0.8514778393822586,0.06422060263851576,2.460815963354172,2.525036565992688,0.003991474177906797,0.1749422819247774,0.1789337561026842
552.4999999999999,0.006842610298219573,0.3592471320071714,0.366089742305391,0.01989272663616317,0.7755931024999395,0.7954858291361027,0.061558321592321975,2.2977349578514192,2.359293279443741,0.0037734252684585,0.16343200374740208,0.16720542901586058
555,0.006634207246586939,0.3352507476547299,0.3418849549013168,0.01923344977479625,0.723636729356618,0.7428701791314143,0.05957700675866155,2.1437515773150566,2.2033285840737182,0.00370880458084053,0.15255068792106113,0.15625949250190166
557.5,0.006416397076884401,0.3129512534536324,0.3193676505305168,0.01862228159468051,0.6750142440871547,0.6936365256818352,0.05756878730522251,1.9993938046300013,2.056962591935224,0.0035440399029711984,0.14238110452600056,0.14592514442897175
560,0.006194781899351021,0.29163965959202126,0.2978344414913723,0.017953222438650326,0.628914593359831,0.6468678157984813,0.05564966706935246,1.8627815564327477,1.9184312235021002,0.0034809136107842504,0.13270188351198503,0.1361827971227693
570,0.005361836789860949,0.21969075250056694,0.22505258929042787,0.015567490453880416,0.4724064436435968,0.4879739340974772,0.04828083695532621,1.3987989854603804,1.4470798224157067,0.003035008655214169,0.09989035103977274,0.10292535969498691
580,0.0046579035121595115,0.16584066807372655,0.17049857158588605,0.013452563346913842,0.35523981411706945,0.3686923774639833,0.041661597470038114,1.0511297888993802,1.0927913863694183,0.0026070586073761197,0.07525263645095034,0.07785969505832646
590,0.0040445741775041524,0.12690770609813762,0.13095228027564176,0.011668345776577577,0.27066924180633234,0.28233758758290994,0.03604362853190046,0.8002843195909299,0.8363279481228304,0.0022275489519374228,0.057441008812954296,0.059668557764891716
600,0.003532784275108529,0.09910594605662236,0.10263873033173089,0.010167349267507892,0.2105138634930376,0.2206812127605455,0.0314879542704314,0.6220491506365954,0.6535371049070268,0.0019778845704616615,0.044751664110819975,0.04672954868128164
