% Model,Supported-Internal-00.mph
% Version,COMSOL 5.4.0.225
% Date,"Sep 26 2022, 00:06"
% Dimension,1
% Nodes,204
% Expressions,1
% Description,Radiation pattern
% theta,r
0,0.8326967624715896
0.12566370614359174,0.8353951513669413
0.25132741228718347,0.8436953728829025
0.37699111843077515,0.8573298864420316
0.5026548245743669,0.8758452479321984
0.6283185307179586,0.8986123634505071
0.7539822368615503,0.9248556747291121
0.8796459430051421,0.9537057385889364
1.0053096491487339,0.9842717345644387
1.1309733552923256,1.015722372562807
1.2566370614359172,1.0473588610068856
1.382300767579509,1.078663915419928
1.5079644737231006,1.10931598241502
1.6336281798666925,1.1391659821309499
1.7592918860102842,1.1681823572230803
1.8849555921538756,1.1963768525189455
2.0106192982974678,1.2237269317678334
2.1362830044410597,1.2501106851611732
2.261946710584651,1.2752668011864192
2.3876104167282426,1.2987864768840502
2.5132741228718345,1.3201372834328207
2.6389378290154264,1.3387126175341664
2.764601535159018,1.3538960717755122
2.8902652413026093,1.3651288212101043
3.015928947446201,1.3719697762377852
3.141592653589793,1.3741415495981282
3.267256359733385,1.3715585990023909
3.3929200658769765,1.364336103796749
3.5185837720205684,1.3527791123554087
3.6442474781641603,1.3373520899745235
3.7699111843077513,1.3186303385729274
3.895574890451343,1.2972374719257576
4.0212385965949355,1.2737767852170785
4.1469023027385274,1.2487675499304256
4.272566008882119,1.222598320316931
4.39822971502571,1.1955072600751089
4.523893421169302,1.167594542800855
4.649557127312894,1.1388653847599017
4.775220833456485,1.109295939818677
4.900884539600077,1.0789095134859918
5.026548245743669,1.047848165983155
5.15221195188726,1.0164251779038667
5.277875658030853,0.9851471686922549
5.403539364174444,0.9547006143636163
5.529203070318036,0.9259051392676362
5.654866776461628,0.8996434474949726
5.780530482605219,0.876782799554784
5.906194188748811,0.8581035996816163
6.031857894892402,0.8442464603455034
6.157521601035994,0.8356816032920086
6.283185307179586,0.8326967624715899
0,0.4903895270382594
0.12566370614359174,0.49860298857734997
0.25132741228718347,0.5224836966064504
0.37699111843077515,0.5601476495033215
0.5026548245743669,0.6089954554105187
0.6283185307179586,0.6661215161546414
0.7539822368615503,0.7285418349517951
0.8796459430051421,0.7932962897176115
1.0053096491487339,0.8575172402384915
1.1309733552923256,0.9185121878929086
1.2566370614359172,0.973861459002967
1.382300767579509,1.0215086421773636
1.5079644737231006,1.059820128690533
1.6336281798666925,1.087602342238443
1.7592918860102842,1.1040828322280676
1.8849555921538756,1.1088772805914229
2.0106192982974678,1.1019733620846521
2.1362830044410597,1.0837614548038188
2.261946710584651,1.055131276982629
2.3876104167282426,1.0176344728738955
2.5132741228718345,0.9736875353634374
2.6389378290154264,0.9267549049335108
2.764601535159018,0.8814011353984885
2.8902652413026093,0.843034438223829
3.015928947446201,0.8171382267879581
3.141592653589793,0.8079626337088182
3.267256359733385,0.8171309607283802
3.3929200658769765,0.8430184702562832
3.5185837720205684,0.8813747587168544
3.6442474781641603,0.9267174763309406
3.7699111843077513,0.9736398808289205
3.895574890451343,1.0175778871224785
4.0212385965949355,1.0550654525832408
4.1469023027385274,1.0836823653250354
4.272566008882119,1.101872418622684
4.39822971502571,1.1087427346983816
4.523893421169302,1.1039034261176783
4.649557127312894,1.0873720119492531
4.775220833456485,1.0595417747022127
4.900884539600077,1.0211950964117693
5.026548245743669,0.9735328612729787
5.15221195188726,0.918190582911631
5.277875658030853,0.8572205472237393
5.403539364174444,0.7930341881808812
5.529203070318036,0.7283153155657529
5.654866776461628,0.6659262193366466
5.780530482605219,0.6088272011361372
5.906194188748811,0.5600074562270091
6.031857894892402,0.5223795033977477
6.157521601035994,0.4985465170145641
6.283185307179586,0.4903895270382594
0,0.17133769901583396
0.12566370614359174,0.23077921299760232
0.25132741228718347,0.35351821065196215
0.37699111843077515,0.49511008174774074
0.5026548245743669,0.6433279590878542
0.6283185307179586,0.7934808379580212
0.7539822368615503,0.942214564012054
0.8796459430051421,1.0861411637312204
1.0053096491487339,1.2216045497296613
1.1309733552923256,1.3448020392202604
1.2566370614359172,1.4520194908190072
1.382300767579509,1.5398636599392945
1.5079644737231006,1.6054253991630067
1.6336281798666925,1.646346248210555
1.7592918860102842,1.6607978014734546
1.8849555921538756,1.6474131476462002
2.0106192982974678,1.6052256805466214
2.1362830044410597,1.5336687287288624
2.261946710584651,1.432671549478809
2.3876104167282426,1.3028622426724752
2.5132741228718345,1.1458738160997508
2.6389378290154264,0.9647822171644977
2.764601535159018,0.7648967373521626
2.8902652413026093,0.556008355559468
3.015928947446201,0.3621076012721068
3.141592653589793,0.26416075396039007
3.267256359733385,0.36292469454281007
3.3929200658769765,0.5570251792027158
3.5185837720205684,0.7659282356198781
3.6442474781641603,0.9657753743657963
3.7699111843077513,1.1468116314495114
3.895574890451343,1.3037411757784436
4.0212385965949355,1.4334919094440193
4.1469023027385274,1.5344288345034658
4.272566008882119,1.6059193070390805
4.39822971502571,1.64803071941751
4.523893421169302,1.6613306425772796
4.649557127312894,1.646791655708294
4.775220833456485,1.6057895406831821
4.900884539600077,1.5401599824499237
5.026548245743669,1.4522623715117815
5.15221195188726,1.3449979280830318
5.277875658030853,1.221744584218863
5.403539364174444,1.086199192751946
5.529203070318036,0.9421525809615576
5.654866776461628,0.7932609221741617
5.780530482605219,0.6429276161535373
5.906194188748811,0.4945384094454937
6.031857894892402,0.35283830914670816
6.157521601035994,0.23018277324952444
6.283185307179586,0.17133769901583396
0,0.37795177858384005
0.12566370614359174,0.38085134565136386
0.25132741228718347,0.3895238350281313
0.37699111843077515,0.40359108380574615
0.5026548245743669,0.4224349695355925
0.6283185307179586,0.4452185575416796
0.7539822368615503,0.4709230516762184
0.8796459430051421,0.49840328291905706
1.0053096491487339,0.5264598077091864
1.1309733552923256,0.5539201799132754
1.2566370614359172,0.5797178389883666
1.382300767579509,0.6029561664235408
1.5079644737231006,0.6229482745394319
1.6336281798666925,0.6392292433488922
1.7592918860102842,0.6515449109659577
1.8849555921538756,0.6598275649948792
2.0106192982974678,0.6641718425593864
2.1362830044410597,0.6648225562174116
2.261946710584651,0.6621800034811411
2.3876104167282426,0.6568189270841561
2.5132741228718345,0.649507183440801
2.6389378290154264,0.6412026594461512
2.764601535159018,0.6330057523696957
2.8902652413026093,0.6260532689621665
3.015928947446201,0.6213594417156514
3.141592653589793,0.6196368595562379
3.267256359733385,0.6211516797721346
3.3929200658769765,0.6256663473687842
3.5185837720205684,0.632492482953035
3.6442474781641603,0.640632084488823
3.7699111843077513,0.6489544003239562
3.895574890451343,0.6563544368963761
4.0212385965949355,0.6618604194769151
4.1469023027385274,0.664684328414498
4.272566008882119,0.6642290477959001
4.39822971502571,0.6600738145366047
4.523893421169302,0.6519583388103546
4.649557127312894,0.6397787869675371
4.775220833456485,0.6235993658555344
4.900884539600077,0.6036745434669345
5.026548245743669,0.5804711855414473
5.15221195188726,0.5546782460864706
5.277875658030853,0.5271941477490079
5.403539364174444,0.49908759234496414
5.529203070318036,0.47153443284070545
5.654866776461628,0.4457392696197236
5.780530482605219,0.42285374641269075
