% Model,Supported-Internal-p75.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 24 2022, 13:36"
% Dimension,1
% Nodes,204
% Expressions,1
% Description,Radiation pattern
% theta,r
0,9.234121941322686
0.12566370614359174,11.066761946666062
0.25132741228718347,14.81352097750986
0.37699111843077515,18.344202410429656
0.5026548245743669,20.632064944975376
0.6283185307179586,21.220629822988982
0.7539822368615503,20.00359283463854
0.8796459430051421,17.179359999507337
1.0053096491487339,13.321255327097342
1.1309733552923256,9.876004730007836
1.2566370614359172,10.126135938603653
1.382300767579509,15.250500897981938
1.5079644737231006,22.87448662255268
1.6336281798666925,31.74866620414953
1.7592918860102842,41.383654018510555
1.8849555921538756,51.35658464695806
2.0106192982974678,61.07771231930485
2.1362830044410597,69.74332789331159
2.261946710584651,76.41029515326127
2.3876104167282426,80.16363437316491
2.5132741228718345,80.33878294286984
2.6389378290154264,76.75698756504285
2.764601535159018,69.95425438322373
2.8902652413026093,61.42542726955745
3.015928947446201,53.85561683515668
3.141592653589793,50.71384062812979
3.267256359733385,53.859524028117484
3.3929200658769765,61.44720631962528
3.5185837720205684,70.0115545942307
3.6442474781641603,76.86518644668486
3.7699111843077513,80.50876437886483
3.895574890451343,80.40043105124195
4.0212385965949355,76.71247440003205
4.1469023027385274,70.10340037579716
4.272566008882119,61.48325732766373
4.39822971502571,51.791191344477745
4.523893421169302,41.82652566803524
4.649557127312894,32.171615500915074
4.775220833456485,23.233763007237346
4.900884539600077,15.464576692192184
5.026548245743669,10.037225661537304
5.15221195188726,9.489165069467393
5.277875658030853,12.94431247706644
5.403539364174444,16.909541225804226
5.529203070318036,19.842237033906983
5.654866776461628,21.14730202983961
5.780530482605219,20.61950010467819
5.906194188748811,18.365517520031773
6.031857894892402,14.846593286493283
6.157521601035994,11.093204976550375
6.283185307179586,9.234121941322693
0,12.604061824034668
0.12566370614359174,12.250955337185635
0.25132741228718347,11.418427818981431
0.37699111843077515,10.624813077576393
0.5026548245743669,10.865169361491883
0.6283185307179586,13.062815619915332
0.7539822368615503,17.172656060110974
0.8796459430051421,22.58181355701066
1.0053096491487339,28.779489093364834
1.1309733552923256,35.48917273706199
1.2566370614359172,42.639852495354695
1.382300767579509,50.319981038464185
1.5079644737231006,58.71065544950847
1.6336281798666925,67.99656369662797
1.7592918860102842,78.27043230863578
1.8849555921538756,89.45510327955674
2.0106192982974678,101.2664938829577
2.1362830044410597,113.23193084520108
2.261946710584651,124.76325198817226
2.3876104167282426,135.26652316742485
2.5132741228718345,144.25675511143086
2.6389378290154264,151.442618647074
2.764601535159018,156.75470882389627
2.8902652413026093,160.30845607823554
3.015928947446201,162.31387252748843
3.141592653589793,162.96313988729082
3.267256359733385,162.33727789404716
3.3929200658769765,160.3683989104044
3.5185837720205684,156.8729108433465
3.6442474781641603,151.64212354287835
3.7699111843077513,144.55461485144264
3.895574890451343,135.66876376900882
4.0212385965949355,125.26328431563451
4.1469023027385274,113.8122192066494
4.272566008882119,101.90225217838977
4.39822971502571,90.11836420348712
4.523893421169302,78.9331127178454
4.649557127312894,68.63196180849268
4.775220833456485,59.29379441116599
4.900884539600077,50.827921960045245
5.026548245743669,43.05320195964996
5.15221195188726,35.79543057429474
5.277875658030853,28.977920022237146
5.403539364174444,22.68877207645633
5.529203070318036,17.225948072086354
5.654866776461628,13.120362408516588
5.780530482605219,10.976935425244157
5.906194188748811,10.777496553337883
6.031857894892402,11.555288398708575
6.157521601035994,12.32904004279137
6.283185307179586,12.604061824034671
0,91.58819345990507
0.12566370614359174,91.56992063000973
0.25132741228718347,91.59474439706278
0.37699111843077515,91.50595816283196
0.5026548245743669,91.12889460353196
0.6283185307179586,90.35382074519332
0.7539822368615503,89.18956270094489
0.8796459430051421,87.77692764181182
1.0053096491487339,86.36928007818287
1.1309733552923256,85.29373692116515
1.2566370614359172,84.90390605292782
1.382300767579509,85.5304938168015
1.5079644737231006,87.43375167747662
1.6336281798666925,90.7621788629311
1.7592918860102842,95.5230872620936
1.8849555921538756,101.57036747838252
2.0106192982974678,108.61273174892172
2.1362830044410597,116.24296993944792
2.261946710584651,123.985961744804
2.3876104167282426,131.35989547612897
2.5132741228718345,137.9410515582313
2.6389378290154264,143.4185394255788
2.764601535159018,147.62378939338674
2.8902652413026093,150.52330759337144
3.015928947446201,152.17400040956878
3.141592653589793,152.6561789503284
3.267256359733385,152.012532341116
3.3929200658769765,150.22190868819075
3.5185837720205684,147.2207904698702
3.6442474781641603,142.9612909170056
3.7699111843077513,137.4776039272672
3.895574890451343,130.93227115992426
4.0212385965949355,123.62618825396476
4.1469023027385274,115.97203321535596
4.272566008882119,108.44186134417126
4.39822971502571,101.50365450756884
4.523893421169302,95.56034525672958
4.649557127312894,90.90113959033538
4.775220833456485,87.6710571273475
4.900884539600077,85.86137652124924
5.026548245743669,85.32083272937082
5.15221195188726,85.7845890523432
5.277875658030853,86.91584528976543
5.403539364174444,88.3544798302916
5.529203070318036,89.76799252647112
5.654866776461628,90.90019304406744
5.780530482605219,91.61074466060927
5.906194188748811,91.89442320538993
6.031857894892402,91.86686720631701
6.157521601035994,91.70996085358787
6.283185307179586,91.58819345990506
0,14.385350143562642
0.12566370614359174,14.707986933279994
0.25132741228718347,15.69797642036434
0.37699111843077515,17.107851993136173
0.5026548245743669,18.663319756596174
0.6283185307179586,20.140300861158547
0.7539822368615503,21.393394149774537
0.8796459430051421,22.361937999771595
1.0053096491487339,23.06599334890782
1.1309733552923256,23.5937131794064
1.2566370614359172,24.08005334493981
1.382300767579509,24.678470090957596
