% Model,Mie_box.mph
% Version,COMSOL 5.4.0.225
% Date,"Apr 21 2022, 12:44"
% Table,"Table 1 - Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),fact,Q_sca (1),Q_abs (1),Q_ext (1)
507,0.1,0.0032568996216605067,0.5070887932703656,0.5103456928920261
507,0.15000000000000002,0.003269696684450372,0.5072549370271273,0.5105246337115776
507,0.2,0.0032859207904332196,0.5075426688812961,0.5108285896717293
507,0.25,0.0033072435715341417,0.508126919687743,0.5114341632592772
507,0.30000000000000004,0.003316495285245665,0.5087947066940384,0.5121112019792841
507,0.35,0.0033612469062195005,0.509457256388384,0.5128185032946035
507,0.4,0.003396075504849921,0.5104439403832189,0.5138400158880688
507,0.45000000000000007,0.003448320280989492,0.5114473089663699,0.5148956292473594
507,0.5,0.003515685418978199,0.5134535846306376,0.5169692700496158
