% Model,Supported-Internal-p.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 13 2022, 19:59"
% Dimension,3
% Nodes,25441
% Expressions,1
% Description,Multislice
% X,Y,Z,Color
0,-5.431693190603601,-25.0891043651524,2.6935962779153817
0,-4.9202739196804455,-24.7371688653364,3.0146089153597124
-2.7755575615628914E-17,-5.180332317566189,-25.187762077744075,2.71593207436203
0,-5.428307772027775,-24.537768468663433,2.9805531058009778
0,-5.43307064087848,-25.31343047584168,2.57944567842991
-2.7755575615628914E-17,-5.28419373443492,-25.36552391254682,2.5988059947708138
1.3877787807814457E-17,-5.435008544526341,-25.629029809002866,2.420853515907411
0,-4.554350821419721,-25.40679891983788,2.7504537778150318
-1.6653345369377348E-16,-4.037644240702136,-25.039752490594513,3.0876346219561563
0,-4.296316259520826,-25.486383484585573,2.784004626830193
-1.1102230246251565E-16,-4.559166508412989,-24.87890146979885,3.0302749996461307
-8.387498629126544E-16,-4.5659415895621205,-24.136214482992525,3.4348987318777104
-6.769717159083413E-16,-3.6852623759474987,-24.444372463756014,3.5212441903272302
0,-4.552391427263859,-25.621588456605167,2.6535392195797938
5.551115123125783E-17,-3.6669493447985317,-25.154084430190423,3.105941315320942
1.3877787807814457E-17,-4.9126577909542615,-25.811805274782728,2.481131343544955
-9.962890358561608E-16,-5.423544903177071,-23.762106461485192,3.4110823625993447
-1.1102230246251565E-16,-5.437833509729188,-26.089092483019925,2.2151134926899565
-5.109545948432212E-16,-2.781507262333203,-24.686580403775665,3.5657522472749106
-2.7755575615628914E-17,-7.973537286755198,-23.216568846833855,2.6370894435123553
-2.7755575615628914E-17,-7.450443291063486,-23.125516259124275,2.887354840686462
1.3877787807814457E-17,-7.760373744640782,-23.361907541977637,2.668069371277932
-2.7755575615628914E-17,-7.897997162515278,-22.820366067688454,2.8215193671976966
-2.7755575615628914E-17,-8.002380339126734,-23.367848681539236,2.568646545297141
0,-7.87573373220446,-23.447426547958283,2.5873357446741023
-2.7755575615628914E-17,-8.042236368753443,-23.576890827851443,2.474909275618651
2.7755575615628914E-17,-7.188649070294098,-23.721148352839283,2.735214257950522
2.7755575615628914E-17,-6.6574412835953956,-23.617183006631752,3.01077979857621
0,-6.965215905950714,-23.850143374403896,2.7704106470910004
2.7755575615628914E-17,-7.126557046641462,-23.346347662432684,2.9220336317621776
-1.2933660384484258E-15,-7.040756781731777,-22.828438974110284,3.1892059753072135
-1.1482411626524548E-15,-6.250733754156194,-23.324846643326126,3.331044635504351
0,-7.212357311551148,-23.86425635075508,2.669440451976798
0,-6.317951107364111,-23.813181406120137,3.0335293496126496
0,-7.553863302550841,-23.883758003920228,2.542661524802897
-1.4316636632440737E-15,-7.7936139859038205,-22.272883453837668,3.092350636446231
-2.7755575615628914E-17,-8.10676351573819,-23.91533129539002,2.309686204376157
-1.561935400443687E-15,-8.502780292958303,-21.66253678226958,3.0066835339057723
5.551115123125783E-17,-8.807439707683105,-22.01231870032845,2.7160963252369026
0,-9.131224001918849,-21.71190770809158,2.6583097612269304
-1.6831307013714501E-15,-9.162536782269585,-21.002780292958295,2.9186373217175126
0,-9.46586459012166,-21.35123060414444,2.620751705915331
5.551115123125783E-17,-9.76627558235853,-21.027446309908697,2.476536800718118
-1.3877787807814457E-17,-9.695385687109997,-21.756228598433943,2.3528500599517366
0,-9.135472424406778,-22.385473920386193,2.4177670948047525
0,-9.75966771087939,-21.76127863391358,2.2709610458940457
0,-9.103114131967391,-22.348500153576552,2.4458719770228603
5.551115123125783E-17,-8.446762603735966,-22.346959288531263,2.763197112927316
0,-9.09991122156811,-22.421035123224865,2.4243511162107145
0,-9.033102190977484,-22.41345808092399,2.4576334478246955
-1.3877787807814457E-17,-9.760343614457437,-21.68621665744403,2.2916977959213387
0,-9.174332643792496,-22.42947551308384,2.3876125548879035
0,-9.758914793120818,-21.844893363755517,2.2490103234641734
-1.795249566027364E-15,-9.772883453837666,-20.293613985903818,2.6357406923354576
-1.1102230246251565E-16,-9.753059839400253,-22.495110957918463,2.09389643905347
-1.6654850486411901E-18,-0.9349924042487683,-24.96494836521366,3.520557558088107
0,-0.4442586867543312,-26.688792736075044,2.6378370793210717
2.7755575615628914E-17,-0.790992409996418,-26.66281326800548,2.630581252441556
-4.2711843315208023E-16,-1.8621614916931692,-24.860475166472217,3.5419298257793628
