% Model,Supported-Internal-p50.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 10:31"
% Dimension,1
% Nodes,51
% Expressions,1
% Description,Radiation pattern
% theta,r
0,0.5737343573340242
0.12566370614359174,0.5752516229018694
0.25132741228718347,0.5799035864584373
0.37699111843077515,0.5875741587923183
0.5026548245743669,0.5980674350628019
0.6283185307179586,0.6111056971753931
0.7539822368615503,0.6263368243033062
0.8796459430051421,0.6433560291452868
1.0053096491487339,0.6617417554363819
1.1309733552923256,0.6810996559408743
1.2566370614359172,0.7011043333175957
1.382300767579509,0.7215276861578862
1.5079644737231006,0.7422454510134231
1.6336281798666925,0.7632187177100798
1.7592918860102842,0.7844531094676709
1.8849555921538756,0.805943452715683
2.0106192982974678,0.8276151385036324
2.1362830044410597,0.8492744824220079
2.261946710584651,0.870579007055848
2.3876104167282426,0.8910348207409746
2.5132741228718345,0.9100228203253973
2.6389378290154264,0.9268496066536314
2.764601535159018,0.9408143640191522
2.8902652413026093,0.9512807254792095
3.015928947446201,0.9577430659098098
3.141592653589793,0.9598789606344686
3.267256359733385,0.9575824553121655
3.3929200658769765,0.9509752991215354
3.5185837720205684,0.9403951291425434
3.6442474781641603,0.9263612152317336
3.7699111843077513,0.909520484123631
3.895574890451343,0.8905794517908209
4.0212385965949355,0.8702309159746184
4.1469023027385274,0.8490865961908017
4.272566008882119,0.8276270411936734
4.39822971502571,0.8061774061200195
4.523893421169302,0.7849126213268608
4.649557127312894,0.7638894721527462
4.775220833456485,0.7430978601186784
4.900884539600077,0.7225202042721569
5.026548245743669,0.7021869852282053
5.15221195188726,0.6822177136225552
5.277875658030853,0.6628398077733938
5.403539364174444,0.6443825816741359
5.529203070318036,0.6272490569817245
5.654866776461628,0.611873392671711
5.780530482605219,0.5986747995979762
5.906194188748811,0.5880186053958066
6.031857894892402,0.5801915090179068
6.157521601035994,0.5753923592851489
6.283185307179586,0.5737343573340242
