% Model,Supported-Internal-m50.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 09:10"
% Table,"Table: Table 1 - Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),Q_sca (1),Q_abs (1),Q_ext (1)
400,0.025207693217157632,1.3195125947214574,1.344720287938615
410,0.023142668816712023,1.2926940441219432,1.3158367129386552
419.99999999999994,0.021090185160561457,1.263534233059606,1.2846244182201674
429.99999999999994,0.01922700506488057,1.2361202948570076,1.2553472999218882
439.99999999999994,0.017777468274509437,1.229991062282354,1.2477685305568635
450,0.016569171566096306,1.2332236982817841,1.2497928698478804
460,0.015272901644145753,1.2255163032007836,1.2407892048449294
470,0.014001720848441522,1.222323446842532,1.2363251676909734
480,0.013481688287519071,1.2542153646027285,1.2676970528902476
490,0.014193447827123368,1.3473799028455917,1.361573350672715
500,0.01692542115288703,1.5373829398187893,1.5543083609716764
505,0.01957636891985882,1.6814035878853018,1.7009799568051607
507.49999999999994,0.021425746989955845,1.765510435308467,1.7869361822984229
509.99999999999994,0.0234701979332262,1.8562344666998762,1.8797046646331024
509.99999999999994,0.023470197933222567,1.8562344666999941,1.8797046646332167
512.5,0.02579510662481663,1.9521661650698965,1.977961271694713
515,0.028437416095333887,2.0494556032732407,2.0778930193685747
517.5,0.03127921266958467,2.1444609370280427,2.1757401496976274
519.9999999999999,0.034264760154124524,2.231557822506216,2.2658225826603404
519.9999999999999,0.03426476015415402,2.2315578225063617,2.265822582660516
522.5,0.036898140428787723,2.303801538689699,2.3406996791184866
525,0.039844814176155326,2.3557895690376434,2.3956343832137987
527.5,0.04208116914948875,2.3840214155359933,2.426102584685482
530,0.044167265148793725,2.3874563788801075,2.4316236440289014
530,0.044167265148685554,2.387456378879826,2.4316236440285115
532.4999999999999,0.04533822285699254,2.3658920106452457,2.411230233502238
535,0.04626438893543866,2.320807876129068,2.3670722650645066
537.5,0.04667762301835263,2.2564366698319853,2.303114292850338
540,0.046584309657138924,2.1780732045835154,2.224657514240654
540,0.04658430965715456,2.1780732045838325,2.2246575142409872
542.4999999999999,0.04606601886255274,2.085864403065123,2.1319304219276756
545,0.04535580612955111,1.9873278802211223,2.032683686350673
547.5,0.04435528210363333,1.8851526624876231,1.9295079445912564
550,0.043082651104458185,1.780990314475697,1.824072965580155
550,0.0430826511044724,1.7809903144754462,1.8240729655799186
552.4999999999999,0.04171026170236092,1.6760894471249626,1.7177997088273234
555,0.0404988787765997,1.5734194199189853,1.613918298695585
557.5,0.039042236041969505,1.4719842346225913,1.5110264706645609
560,0.03761283314826682,1.3741272322553537,1.4117400654036205
560,0.03761283314827151,1.3741272322555167,1.4117400654037882
570,0.03199767236992977,1.0232695943739973,1.0552672667439271
580,0.02659862809549217,0.7491751537048656,0.7757737818003578
590,0.02194890399395198,0.5500519486335114,0.5720008526274634
600,0.018207122523519054,0.4121120034485747,0.43031912597209376
