% Model,Supported-Internal-p75.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 09:10"
% Table,"Table: Table 1 - Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),Q_sca (1),Q_abs (1),Q_ext (1)
400,0.0078126174585746,0.5339103707487513,0.5417229882073259
410,0.007158311012836494,0.5205573366723442,0.5277156476851806
419.99999999999994,0.006519978311968719,0.5076038530427157,0.5141238313546844
429.99999999999994,0.005954105596724014,0.4966899167598891,0.5026440223566131
439.99999999999994,0.005534379934330958,0.49507007962368677,0.5006044595580177
450,0.005139893310298136,0.49863488530324734,0.5037747786135455
460,0.004714651643737054,0.5002637486613453,0.5049784003050823
470,0.004389959028318574,0.5048058583531088,0.5091958173814274
480,0.0042142218367596995,0.5238774714004923,0.528091693237252
490,0.0042998288277517295,0.5645737899536338,0.5688736187813855
500,0.004858756231183168,0.6293920990724154,0.6342508553035986
505,0.005426676600604528,0.6654126871391646,0.670839363739769
507.49999999999994,0.005651011328840972,0.6815125880212303,0.6871635993500712
509.99999999999994,0.005981093250712208,0.6948268929200574,0.7008079861707696
509.99999999999994,0.005981093250705383,0.6948268929199378,0.7008079861706432
512.5,0.006355543062150371,0.7036330050768672,0.7099885481390176
515,0.006667586777423637,0.707055220263157,0.7137228070405807
517.5,0.0069915455753230766,0.7034020389838423,0.7103935845591655
519.9999999999999,0.007282556812234996,0.6926157496945169,0.6998983065067519
519.9999999999999,0.007282556812241795,0.6926157496946436,0.6998983065068853
522.5,0.007418231194841436,0.6753661587384788,0.6827843899333202
525,0.007587550507676324,0.6524940159976097,0.660081566505286
527.5,0.007510168107199298,0.6250054357414497,0.632515603848649
530,0.007536411953883885,0.5938750834258717,0.6014114953797556
530,0.0075364119539045775,0.5938750834258288,0.6014114953797334
532.4999999999999,0.00740879893406607,0.5616968031912059,0.569105602125272
535,0.007314327009767724,0.5291603209527054,0.5364746479624731
537.5,0.007114358831293681,0.4967877337532022,0.5039020925844958
540,0.006891235297102103,0.4655118667892436,0.4724031020863457
540,0.006891235297085672,0.4655118667897507,0.4724031020868364
542.4999999999999,0.0066922779623605445,0.435826075425404,0.4425183533877646
545,0.0065231211515911925,0.40785296130420257,0.41437608245579377
547.5,0.006302922710143839,0.3813221588509777,0.3876250815611215
550,0.00611553537636812,0.3566067271071236,0.3627222624834917
550,0.006115535376344864,0.3566067271070963,0.36272226248344114
552.4999999999999,0.0058689419002396544,0.33305594098779556,0.33892488288803524
555,0.005614613625305927,0.3106175917467074,0.3162322053720133
557.5,0.00547211646253257,0.2901086655233891,0.2955807819859217
560,0.005290362272365687,0.2702903599531699,0.2755807222255356
560,0.005290362272359319,0.2702903599531684,0.2755807222255277
570,0.0045929056463157696,0.20386919522464,0.20846210087095576
580,0.003966733526982795,0.15393415007929226,0.15790088360627505
590,0.0034321824439048623,0.11789557948136575,0.12132776192527062
600,0.003015694535789487,0.09215296722647752,0.095168661762267
