% Model,Supported-Internal-m75.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 09:10"
% Table,"Table: Table 1 - Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),Q_sca (1),Q_abs (1),Q_ext (1)
400,0.02811663083863161,1.418045713889758,1.4461623447283896
410,0.025825088628837246,1.3908373903642717,1.4166624789931088
419.99999999999994,0.023534372484547633,1.3604295938595423,1.38396396634409
429.99999999999994,0.021450749310802618,1.3317391710243278,1.3531899203351305
439.99999999999994,0.019870059601145226,1.3253272705339805,1.3451973301351257
450,0.01849908888228873,1.3284509738283337,1.3469500627106223
460,0.016960685093824174,1.31936997750167,1.3363306625954943
470,0.015560343572138565,1.314316420038604,1.3298767636107425
480,0.01501343780699013,1.346751968219638,1.3617654060266282
490,0.015698655148813606,1.4446197767671887,1.4603184319160023
500,0.0188928096239399,1.6474216958780734,1.6663145055020132
505,0.021991453395441403,1.803713609989421,1.8257050633848626
507.49999999999994,0.023931919118154406,1.896031401129003,1.9199633202471573
509.99999999999994,0.026278544999291047,1.9969633796704747,2.0232419246697657
509.99999999999994,0.026278544999285218,1.9969633796705362,2.0232419246698212
512.5,0.02906033155890922,2.1045551033326566,2.1336154348915657
515,0.03219859483412483,2.2165190715289302,2.248717666363055
517.5,0.035478052913267964,2.3277805747842484,2.3632586276975163
519.9999999999999,0.03908120732420565,2.433529724872678,2.4726109321968837
519.9999999999999,0.03908120732419696,2.4335297248725887,2.4726109321967855
522.5,0.042741389774739166,2.5257915389681087,2.5685329287428478
525,0.046080597387994415,2.5988557760869626,2.644936373474957
527.5,0.049190645873188985,2.6469005705755793,2.6960912164487683
530,0.05166125163183699,2.66856818546476,2.720229437096597
530,0.051661251631852916,2.6685681854650327,2.7202294370968856
532.4999999999999,0.05369595034843401,2.662537662891442,2.716233613239876
535,0.0552149054025848,2.630300870234187,2.685515775636772
537.5,0.05567021989383149,2.5728387167346902,2.628508936628522
540,0.05599676636394803,2.4966975250967676,2.552694291460716
540,0.05599676636390433,2.4966975250955574,2.5526942914594617
542.4999999999999,0.055580334292913716,2.4036426561924906,2.4592229904854044
545,0.05507947049026958,2.300557436223066,2.3556369067133356
547.5,0.05387614978999632,2.1901863891341176,2.244062538924114
550,0.052711494795621934,2.075164102074393,2.1278755968700147
550,0.05271149479556379,2.0751641020739866,2.12787559686955
552.4999999999999,0.05131548595048581,1.9593913168491273,2.010706802799613
555,0.049772878402326984,1.8434591182987092,1.8932319967010363
557.5,0.04806372571065594,1.728803304417018,1.7768670301276739
560,0.046460115240620894,1.615671061947287,1.662131177187908
560,0.04646011524060252,1.6156710619471086,1.6621311771877112
570,0.039485885562120224,1.205894974269564,1.2453808598316842
580,0.03280883958427935,0.880842865362904,0.9136517049471834
590,0.02693771150341727,0.644421747557343,0.6713594590607603
600,0.022206406797367143,0.4806527795784636,0.5028591863758307
