% Model,Supported-Internal-m25.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 13 2022, 21:02"
% Table,"Table: Table 1 - Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),Q_sca (1),Q_abs (1),Q_ext (1)
400,0.021349652620005943,1.17985702233899,1.2012066749589958
410,0.01958706372814435,1.1546093369024595,1.1741964006306038
419.99999999999994,0.017870121649048096,1.1276561066421238,1.1455262282911718
429.99999999999994,0.016298687747292387,1.102660376566171,1.1189590643134635
439.99999999999994,0.015104969558419239,1.0972939433202733,1.1123989128786926
450,0.014097521068486798,1.1007780762366899,1.1148755973051767
460,0.01296059015614928,1.094916267041065,1.1078768571972144
470,0.011876715814046286,1.093711970582826,1.1055886863968722
480,0.011460313967902579,1.1243088931337353,1.1357692071016379
490,0.012041496412442905,1.2097583204620068,1.2217998168744497
500,0.014372592097426267,1.380125518545551,1.3944981106429772
505,0.016508001426345353,1.506612042518454,1.5231200439447994
507.49999999999994,0.017831705931315164,1.5791849665538058,1.597016672485121
509.99999999999994,0.01967084871089379,1.6568432969498257,1.6765141456607195
509.99999999999994,0.01967084871087779,1.6568432969498617,1.6765141456607395
512.5,0.02156889397692917,1.7365025212569467,1.758071415233876
515,0.023608810585795958,1.8163354623886552,1.839944272974451
517.5,0.025748096544463327,1.891084630318162,1.9168327268626255
519.9999999999999,0.028055529108854553,1.9565377125410834,1.984593241649938
519.9999999999999,0.028055529108817662,1.956537712541203,1.9845932416500205
522.5,0.030156359056534333,2.006627509222615,2.0367838682791493
525,0.03201473458818052,2.0372855611312226,2.0693002957194033
527.5,0.03407244522298271,2.0459897562254565,2.080062201448439
530,0.035039618123731686,2.033340389457538,2.0683800075812697
530,0.03503961812368735,2.0333403894572935,2.0683800075809806
532.4999999999999,0.035986733226516784,2.0002200964089067,2.0362068296354234
535,0.036389624867562795,1.9477775510833086,1.9841671759508714
537.5,0.036334162407278506,1.8815292328947018,1.9178633953019804
540,0.03603143895450994,1.804805503840188,1.840836942794698
540,0.03603143895449803,1.8048055038400335,1.8408369427945315
542.4999999999999,0.035456482830696294,1.7200743245941978,1.755530807424894
545,0.03480038954592899,1.6318243661907574,1.6666247557366864
547.5,0.034034844220313235,1.5413147486842875,1.5753495929046009
550,0.032933309510240344,1.4516567079883391,1.4845900174985796
550,0.03293330951025775,1.4516567079884597,1.4845900174987174
552.4999999999999,0.031806435815100016,1.3631132231614207,1.3949196589765207
555,0.030715898937696814,1.2766325338264275,1.3073484327641243
557.5,0.02971753339435312,1.1925892300145775,1.2223067634089306
560,0.028607984192474265,1.112392267674534,1.1410002518670082
560,0.028607984192452092,1.1123922676749727,1.1410002518674247
570,0.02423045888374763,0.8268581095696972,0.8510885684534448
580,0.020275010142427746,0.6065663432004592,0.6268413533428869
590,0.01686318005741046,0.4477664725036131,0.46462965256102357
600,0.014088433827786703,0.3374000259575524,0.3514884597853391
