longitud de onda,Esfera,0.75,0.5,0.25,0
525,0.086928331068788,0.159215022888014,0.330748534657863,0.393385652292875,0.236633415070749
526,0.084515719821851,0.155389981312239,0.3289695618292,0.402794061175782,0.241109006819814
527,0.082137828029479,0.151544218214465,0.326769353095328,0.412438707797485,0.245743477152544
528,0.079796287351076,0.14768649838834,0.324147925514909,0.42231224085737,0.250545458763661
529,0.077492545568927,0.143825236743134,0.321108382616547,0.432404390127798,0.25552418339989
530,0.075227873596428,0.139968462365666,0.317656962593321,0.442701514430962,0.260689532728588
531,0.073003372955303,0.136123788861676,0.313803029961104,0.453186107230981,0.266052094252097
532,0.070819983615009,0.132298390865903,0.309559009172059,0.463836262117415,0.271623222833175
533,0.068678492095452,0.128498986510395,0.304940260633471,0.474625102887122,0.277415108466074
534,0.06657953974238,0.124731825556356,0.29996490157574,0.485520186057678,0.28344085100589
535,0.064523631093264,0.121002682826684,0.294653576132932,0.496482887554148,0.289714542656898
536,0.06251114225997,0.117316856523925,0.28902918073811,0.507467790060522,0.296251359119778
537,0.060542329262824,0.113679170981321,0.283116552398665,0.518422093127589,0.303067660409388
538,0.058617336258796,0.110093983371602,0.276942128527846,0.529285074511968,0.310181102480278
539,0.056736203614282,0.106565193888092,0.270533587715886,0.539987638206299,0.317610760938061
540,0.054898875780316,0.103096258913862,0.263919481104193,0.550451991876401,0.325377268272301
541,0.05310520893496,0.099690206705478,0.257128863883984,0.56059150342598,0.333502966222325
542,0.051354978363987,0.096349655136657,0.250190935908284,0.570310792418772,0.342012075082235
543,0.049647885556897,0.093076831072247,0.243134699537834,0.579506116120081,0.350930881966277
544,0.04798356500064,0.08987359097275,0.235988641707687,0.588066110771685,0.360287950290687
545,0.046361590658254,0.086741442362773,0.228780445883108,0.595872945025512,0.370114352982064
546,0.044781482123958,0.083681565831926,0.221536738154064,0.602803932841579,0.380443932192722
547,0.043242710450053,0.080694837272786,0.214282870277449,0.608733636383494,0.391313588585072
548,0.041744703644347,0.077781850096514,0.207042741086667,0.613536464741726,0.402763603531074
549,0.040396180832931,0.075130508173446,0.200160202282956,0.615804601790311,0.414339511856894
550,0.039245425548887,0.072827883809611,0.193851553570889,0.614990055103631,0.425705715997078
551,0.038125254961276,0.070588761498696,0.187659268891247,0.613066575853553,0.437583966043369
552,0.037034927422856,0.068411927433384,0.181589742575472,0.61001642775199,0.45000260637377
553,0.035973710599235,0.066296132338912,0.175648348685338,0.605833652618163,0.462991447602027
554,0.034940882223974,0.064240098664627,0.169839504589856,0.600524580999075,0.47658176791716
555,0.033935730754869,0.062242527145652,0.164166736665318,0.594108023057271,0.490806290386528
556,0.032957555939191,0.060302102769334,0.158632746927496,0.586615121215912,0.505699129033734
557,0.032005669295227,0.058417500181395,0.153239479572826,0.578088862757733,0.52129569483131
558,0.031079394517001,0.05658738856651,0.147988186567152,0.568583267870685,0.537632550743698
559,0.030178067808678,0.054810436037554,0.142879491573035,0.558162285124193,0.554747202569044
560,0.02930103815468,0.053085313566957,0.137913451647445,0.546898440710258,0.572677809510427
561,0.028447667531215,0.051410698492608,0.133089616269325,0.534871298874363,0.591462795115659
562,0.027617331064482,0.049785277629596,0.12840708337047,0.522165798016197,0.611140335430905
563,0.026809417140505,0.048207750017736,0.1238645521431,0.508870529602944,0.631747696914594
564,0.026023327471156,0.046676829333503,0.119460372483857,0.495076025387055,0.653320391895757
565,0.025258477120636,0.04519124599349,0.11519259100728,0.480873112928457,0.675891114246524
566,0.024514294496361,0.043749748975074,0.111058993623016,0.466351390864934,0.699488412689093
567,0.023790221307893,0.042351107378475,0.107057144721172,0.451597864717808,0.724135054143598
568,0.023085712497299,0.040994111752906,0.103184423050293,0.436695772287889,0.749846025332546
569,0.022400236144054,0.039677575208078,0.09943805440378,0.421723615860767,0.776626118371654
570,0.02173327334735,0.03840033433089,0.09581514125404,0.406754407329599,0.804467046565224
571,0.021084318088455,0.037161249925767,0.09231268949056,0.39185512258741,0.833344041841811
572,0.020452877075559,0.035959207595782,0.088927632429259,0.377086353546646,0.863211897546333
573,0.019838469573304,0.03479311818045,0.085656852266938,0.362502140102725,0.894000442613601
574,0.019240627219072,0.033661918064838,0.082497199157169,0.348149960274428,0.925609469054983
575,0.018658893827865,0.032564569373528,0.079445508083307,0.334070854484882,0.957903188178787
576,0.018092825187495,0.03150006006188,0.076498613701159,0.320299659250877,0.990704365988749
577,0.017541988845631,0.030467403916,0.073653363318721,0.306865326127851,1.02378838785364
578,0.017005963890117,0.029465640471897,0.070906628173776,0.293791303299383,1.05687762769744
579,0.016484340723834,0.028493834863395,0.068255313162523,0.281095959401295,1.08963664436985
580,0.015976720835283,0.027551077607551,0.065696365164002,0.268793031762459,1.12166888766419
581,0.015482716565926,0.026636484335518,0.063226780096305,0.256892084001686,1.15251574952597
582,0.015001950875245,0.025749195476125,0.060843608831524,0.245398960665652,1.18165891180792
583,0.014620372734161,0.025033783473221,0.058867460590195,0.235209685791903,1.20126031373862
584,0.014258024258431,0.02435494232917,0.056995623082434,0.22553860381892,1.21680008305397
585,0.013904888915007,0.02369557987484,0.055188877991971,0.216274367420466,1.22866359216576
586,0.013560703379742,0.023055064197451,0.053444708338835,0.207403534101365,1.23650087126026
587,0.013225212716288,0.022432785994611,0.051760697972903,0.19891232442396,1.24002555357442
588,0.012898170087689,0.021828157728176,0.050134528052867,0.19078678100659,1.23903086922824
589,0.012579336478135,0.021240612807973,0.048563973550287,0.183012902138891,1.23340258793247
590,0.012268480424558,0.020669604804711,0.047046899794903,0.17557675293725,1.22312761011595
591,0.011965377757735,0.020114606691357,0.045581259074612,0.168464556770328,1.20829724725835
592,0.011669811352597,0.01957511011225,0.044165087300982,0.161662769469599,1.18910473058043
593,0.011381570887411,0.019050624679178,0.042796500749078,0.155158138615608,1.16583707129105
594,0.011100452611558,0.018540677293638,0.041473692878486,0.148937749966284,1.13886197246611
595,0.010826259121587,0.018044811494506,0.040194931240851,0.142989062875795,1.10861096918376
596,0.010558799145272,0.017562586830318,0.038958554477847,0.137299936345302,1.07556027793277
597,0.010297887333396,0.017093578255379,0.037762969412326,0.131858647153583,1.04021093345222
598,0.010043344058973,0.016637375548917,0.036606648234398,0.126653901337272,1.00306968744846
599,0.009794995223659,0.016193582756502,0.035488125783326,0.121674840128094,0.964631880673679
600,0.009552672071095,0.015761817652974,0.034405996925415,0.116911041307958,0.925367140376508
601,0.009316211006928,0.015341711226117,0.033358914027454,0.112352516811607,0.885708366454464
602,0.00908545342527,0.014932907180342,0.032345584524782,0.107989707289907,0.846044109511798
603,0.008860245541372,0.014535061459666,0.031364768582625,0.103813474243821,0.806714152106206
604,0.008640438230276,0.014147841789266,0.030415276849013,0.099815090248569,0.768007899900267
605,0.008425886871233,0.013770927234926,0.029495968297318,0.095986227708283,0.730165073390254
606,0.00821645119768,0.013404007779706,0.028605748156216,0.092318946512524,0.69337815185054
607,0.008011995152567,0.013046783917181,0.027743565924757,0.08880568090624,0.657796040839636
608,0.007812386748842,0.012698966260618,0.026908413470029,0.085439225833102,0.623528493132374
609,0.0076174979349,0.012360275167473,0.026099323204885,0.082212722967723,0.590650892202328
610,0.00742720446482,0.012030440378618,0.025315366343094,0.07911964661415,0.559209093052936
611,0.007241385773212,0.011709200671722,0.024555651229264,0.076153789615446,0.529224097260304
612,0.007059924854494,0.011396303528236,0.023819321740862,0.073309249391445,0.500696411493131
613,0.006882708146454,0.011091504813431,0.023105555759685,0.070580414198213,0.473609998661784
614,0.006709625417924,0.010794568468994,0.022413563710126,0.067961949682865,0.447935777654897
615,0.006540569660414,0.010505266217655,0.021742587161641,0.0654487857906,0.423634662234572
616,0.006375436983577,0.010223377279393,0.021091897492857,0.063036104066764,0.400660153745297
617,0.006220551431031,0.009959447145763,0.020484801474155,0.060802793705901,0.379655121333817
618,0.006094373019262,0.009744212620861,0.019989101775267,0.058978375736296,0.362451394048232
619,0.005970658142417,0.009533609105894,0.019505954360771,0.057215014861572,0.346095800696564
620,0.005849352929652,0.00932752332822,0.019034991734716,0.05551033407331,0.330549640743244
621,0.00573040484722,0.009125845181794,0.018575858733112,0.053862060249331,0.31577474904576
622,0.005613762661213,0.00892846762768,0.018128212062067,0.052268019321076,0.301733763576082
623,0.005499376401455,0.008735286598001,0.017691719854616,0.050726131660613,0.288390330237043
624,0.005387197326502,0.008546200903193,0.01726606124547,0.049234407679592,0.27570925499969
625,0.005277177889705,0.008361112142447,0.01685092596292,0.047790943632399,0.263656612286208
626,0.00516927170632,0.008179924617222,0.016446013937176,0.046393917615643,0.252199817317078
627,0.005063433521608,0.008002545247711,0.016051034924458,0.045041585756147,0.24130766904455
628,0.00495961917991,0.007828883492152,0.015665708146157,0.043732278579694,0.230950369312746
629,0.004857785594649,0.007658851268887,0.015289761942447,0.042464397552835,0.221099523016186
630,0.004757890719253,0.007492362881058,0.01492293343973,0.041236411790277,0.211728123268372
631,0.004659893518933,0.007329334943848,0.014564968231329,0.0400468549205,0.202810524932241
632,0.004563753943325,0.00716968631418,0.014215620070876,0.03889432210246,0.194322409296161
633,0.004469432899943,0.007013338022774,0.013874650577861,0.03777746718645,0.186240742192906
634,0.004376892228425,0.00686021320848,0.013541828954817,0.036695000012422,0.178543727445598
635,0.004286094675548,0.006710237054812,0.013216931715671,0.035645683839298,0.171210757174805
636,0.004197003870983,0.006563336728587,0.012899742424773,0.034628332899033,0.164222360206527
637,0.004109584303768,0.006419441320617,0.012590051446165,0.033641810069454,0.157560149574224
638,0.00402380129948,0.006278481788349,0.012287655702663,0.032685024660118,0.15120676990232
639,0.00393962099807,0.006140390900415,0.011992358444328,0.031756930305683,0.145145845287938
640,0.00385701033236,0.006005103182997,0.011703969025949,0.030856522961527,0.139361928156555
641,0.003775937007164,0.00587255486796,0.011422302693148,0.029982838996567,0.133840449451322
642,0.003696369479015,0.005742683842682,0.011147180376764,0.029134953378475,0.12856767042087
643,0.003618276936492,0.005615429601517,0.010878428495146,0.028311977946692,0.123530636193312
644,0.00354162928111,0.005490733198846,0.010615878764058,0.027513059768875,0.118717131261695
645,0.003466397108769,0.005368537203641,0.010359368013858,0.026737379576597,0.114115636956131
646,0.003392551691736,0.005248785655509,0.010108738013652,0.025984150276334,0.10971529093793
647,0.003320064961147,0.005131424022149,0.009863835302152,0.025252615531972,0.105505848719661
648,0.00324890949001,0.005016399158172,0.00962451102494,0.024542048415226,0.101477647190596
649,0.003179058476698,0.004903659265249,0.009390620777888,0.023851750120581,0.097621570108255
650,0.003110485728914,0.004793153853532,0.009162024456484,0.023181048741485,0.09392901550265
651,0.003043165648104,0.004684833704296,0.008938586110808,0.02252929810474,0.090391864929589
652,0.002977073214327,0.004578650833777,0.008720173805946,0.021895876660148,0.087002454502129
653,0.002912183971542,0.004474558458147,0.008506659487609,0.021280186422642,0.083753547624553
654,0.002848474013315,0.004372510959604,0.008297918852744,0.020681651964268,0.080638309350462
655,0.002785919968929,0.004272463853519,0.008093831224945,0.020099719453523,0.077650282285345
656,0.002724498989887,0.00417437375662,0.007894279434469,0.019533855739659,0.074783363954036
657,0.002664188736782,0.00407819835617,0.007699149702655,0.018983547479725,0.072031785554398
658,0.00260496736655,0.003983896380103,0.007508331530595,0.018448300306201,0.069390092020266
659,0.002546813520065,0.003891427568094,0.007321717591869,0.017927638033202,0.06685312331892
660,0.002503392279269,0.003821773947744,0.00717912158856,0.017520516626724,0.064798382712433
661,0.002474226168528,0.003774137067708,0.007078794718729,0.01722135754782,0.063191983779908
662,0.002445467700294,0.003727224558313,0.006980220940106,0.016928804125694,0.061639061847661
663,0.002417110043919,0.00368102304981,0.006883362477027,0.016642673371571,0.060137359980045
664,0.002389146503756,0.003635519466068,0.006788182531573,0.016362788430975,0.058684736307323
665,0.002361570516073,0.003590701017068,0.006694645253922,0.016088978342312,0.057279157187397
666,0.002334375646035,0.003546555191599,0.006602715713727,0.015821077806327,0.055918690828803
667,0.002307555584775,0.003503069750176,0.006512359872494,0.015558926965913,0.0546015013404
668,0.002281104146535,0.003460232718161,0.006423544556901,0.015302371195735,0.05332584317598
669,0.002255015265883,0.003418032379088,0.006336237433044,0.015051260901179,0.052090055944619
670,0.002229282995001,0.003376457268173,0.006250406981554,0.01480545132616,0.050892559559974
671,0.002203901501045,0.003335496166017,0.006166022473562,0.01456480236935,0.049731849703843
672,0.002178865063569,0.003295138092484,0.006083053947484,0.014329178408417,0.048606493581311
673,0.002154168072018,0.003255372300762,0.006001472186576,0.014098448131868,0.04751512594657
674,0.002129805023281,0.003216188271582,0.005921248697257,0.013872484378141,0.046456445380176
675,0.002105770519311,0.003177575707609,0.005842355688141,0.013651163981579,0.045429210799968
676,0.002082059264803,0.00313952452799,0.005764766049776,0.013434367624971,0.044432238189301
677,0.002058666064927,0.003102024863048,0.005688453335053,0.013221979698331,0.04346439752746
678,0.002035585823122,0.003065067049138,0.005613391740256,0.013013888163619,0.0425246099083
679,0.002012813538946,0.003028641623635,0.005539556086738,0.012809984425139,0.041611844834224
680,0.001990344305979,0.002992739320064,0.005466921803194,0.012610163205316,0.040725117673551
681,0.001968173309771,0.00295735106337,0.005395464908509,0.012414322425631,0.039863487270268
682,0.001946295825853,0.002922467965313,0.005325161995169,0.012222363092452,0.039026053695923
683,0.001924707217791,0.00288808131999,0.005255990213195,0.012034189187541,0.038211956134221
684,0.001903402935282,0.002854182599486,0.005187927254606,0.011849707563025,0.037420370889549
685,0.001882378512311,0.002820763449633,0.005120951338366,0.01166882784062,0.036650509511296
686,0.001861629565339,0.002787815685897,0.005055041195824,0.011491462314913,0.035901617026438
687,0.001841151791543,0.002755331289364,0.004990176056601,0.011317525860528,0.035172970273386
688,0.001820940967099,0.002723302402844,0.004926335634937,0.011146935842987,0.034463876330586
689,0.001800992945502,0.002691721327078,0.004863500116457,0.010979612033106,0.033773671033846
690,0.00178130365593,0.002660580517039,0.004801650145355,0.010815476524775,0.033101717576772
691,0.001761869101648,0.002629872578346,0.004740766811978,0.010654453655958,0.032447405189078
692,0.001742685358447,0.002599590263759,0.004680831640797,0.010496469932777,0.031810147887929
693,0.001723748573126,0.002569726469778,0.004621826578746,0.010341453956551,0.031189383297772
694,0.001705054962003,0.002540274233324,0.004563733983921,0.010189336353646,0.030584571534456
695,0.001686600809467,0.002511226728517,0.004506536614633,0.010040049708027,0.029995194149702
696,0.001668382466563,0.002482577263525,0.004450217618781,0.009893528496387,0.029420753132264
697,0.001650396349611,0.002454319277512,0.004394760523567,0.009749709025748,0.028860769962356
698,0.001632638938853,0.002426446337649,0.004340149225502,0.009608529373415,0.028314784716171
699,0.00161510677714,0.002398952136218,0.004286367980734,0.009469929329203,0.027782355217492
700,0.001597796468644,0.002371830487779,0.00423340139565,0.009333850339823,0.027263056233633
701,0.001580704677599,0.002345075326415,0.004181234417768,0.009200235455342,0.02675647871309
702,0.001563828127078,0.002318680703055,0.004129852326904,0.009069029277631,0.026262229062487
703,0.001547163597791,0.002292640782847,0.004079240726589,0.008940177910719,0.025779928460533
704,0.001530707926917,0.002266949842622,0.004029385535752,0.008813628912963,0.025309212206857
705,0.001517188130942,0.002245675252316,0.003987605425358,0.008705746910923,0.024899044889875
706,0.001506527442682,0.00222869416919,0.003953651954149,0.00861585445206,0.024546548569785
707,0.001495969587665,0.002211891536082,0.003920106699628,0.008527296254768,0.024201334995092
708,0.001485513294624,0.002195264928973,0.003886963259021,0.008440046285697,0.023863205852756
709,0.001475157311546,0.002178811964412,0.003854215353854,0.008354079141681,0.023531969518272
710,0.001464900405327,0.002162530298703,0.003821856827075,0.008269370031536,0.02320744078736
711,0.001454741361434,0.002146417627114,0.003789881640255,0.008185894758477,0.022889440620102
712,0.001444678983572,0.002130471683111,0.003758283870858,0.008103629703113,0.022577795896862
713,0.00143471209336,0.002114690237601,0.003727057709593,0.008022551807015,0.022272339185394
714,0.001424839530012,0.002099071098198,0.003696197457827,0.007942638556814,0.021972908518541
715,0.001415060150025,0.0020836121085,0.00366569752507,0.007863867968841,0.021679347181987
716,0.001405372826875,0.002068311147389,0.00363555242653,0.007786218574248,0.021391503511546
717,0.001395776450716,0.002053166128345,0.00360575678073,0.007709669404628,0.021109230699496
718,0.00138626992809,0.002038174998768,0.003576305307181,0.0076341999781,0.020832386609513
719,0.001376852181636,0.00202333573933,0.003547192824128,0.007559790285836,0.020560833599758
720,0.001367522149814,0.002008646363328,0.003518414246344,0.007486420779026,0.020294438353726
721,0.001358278786624,0.001994104916057,0.003489964582986,0.007414072356259,0.020033071718447
722,0.001349121061339,0.001979709474198,0.003461838935506,0.00734272635131,0.019776608549711
723,0.001340047958242,0.001965458145218,0.003434032495616,0.0072723645213,0.019524927563933
724,0.001331058476362,0.001951349066782,0.0034065405433,0.007202969035249,0.019277911196367
725,0.001322151629226,0.001937380406182,0.003379358444888,0.007134522462974,0.019035445465345
726,0.001313326444605,0.001923550359775,0.003352481651164,0.007067007764339,0.018797419842244
727,0.001304581964274,0.001909857152434,0.003325905695538,0.00700040827884,0.01856372712693
728,0.001295917243767,0.001896299037011,0.00329962619225,0.006934707715512,0.018334263328395
729,0.001287331352151,0.001882874293816,0.003273638834627,0.00686989014315,0.018108927550348
730,0.001278823371789,0.001869581230098,0.003247939393384,0.006805939980824,0.017887621881538
