% Model,Supported-Internal-p50.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 23:22"
% Dimension,1
% Nodes,204
% Expressions,1
% Description,Radiation pattern
% theta,r
0,0.5848767373360596
0.12566370614359174,0.5863538086587008
0.25132741228718347,0.5910227363675957
0.37699111843077515,0.5987632071393568
0.5026548245743669,0.6093758203041106
0.6283185307179586,0.6225800178903026
0.7539822368615503,0.638021085384411
0.8796459430051421,0.6552914615542818
1.0053096491487339,0.673966465512388
1.1309733552923256,0.6936484652522049
1.2566370614359172,0.7140090647701499
1.382300767579509,0.7348178914586516
1.5079644737231006,0.755949280809597
1.6336281798666925,0.7773634394784156
1.7592918860102842,0.7990647665360093
1.8849555921538756,0.8210453471303613
2.0106192982974678,0.8432251549298807
2.1362830044410597,0.8654016397296593
2.261946710584651,0.8872199004255181
2.3876104167282426,0.9081707025386889
2.5132741228718345,0.9276179390984693
2.6389378290154264,0.944851142165221
2.764601535159018,0.9591539769136243
2.8902652413026093,0.9698774914270111
3.015928947446201,0.9765074382078518
3.141592653589793,0.9787173847972795
3.267256359733385,0.9764022818277571
3.3929200658769765,0.9696896427795876
3.5185837720205684,0.9589272785735395
3.6442474781641603,0.9446481299474625
3.7699111843077513,0.9275148931217685
3.895574890451343,0.9082501572503853
4.0212385965949355,0.8875611410560776
4.1469023027385274,0.8660705666611023
4.272566008882119,0.844265364247338
4.39822971502571,0.8224720894077243
4.523893421169302,0.8008626723729658
4.649557127312894,0.7794879106905679
4.775220833456485,0.7583307057999547
4.900884539600077,0.7373676421381339
5.026548245743669,0.7166265261584344
5.15221195188726,0.6962288021386082
5.277875658030853,0.6764090271065809
5.403539364174444,0.6575084255598584
5.529203070318036,0.6399452544956287
5.654866776461628,0.6241700414173418
5.780530482605219,0.6106170643767475
5.906194188748811,0.5996633484547507
6.031857894892402,0.5916027302808656
6.157521601035994,0.586636550347657
6.283185307179586,0.5848767373360596
0,0.7269297933006491
0.12566370614359174,0.7287106686940877
0.25132741228718347,0.7344371335441178
0.37699111843077515,0.743961748923912
0.5026548245743669,0.7570401698744988
0.6283185307179586,0.7733274745654896
0.7539822368615503,0.7923859071810229
0.8796459430051421,0.8137109163193104
1.0053096491487339,0.8367757979871824
1.1309733552923256,0.8610874244310287
1.2566370614359172,0.8862397853265976
1.382300767579509,0.9119507264837708
1.5079644737231006,0.9380706868121346
1.6336281798666925,0.9645589546273815
1.7592918860102842,0.9914307576869161
1.8849555921538756,1.018685357180813
2.0106192982974678,1.0462298850514125
2.1362830044410597,1.073815180656225
2.261946710584651,1.1009979980861904
2.3876104167282426,1.1271388392636117
2.5132741228718345,1.1514373076631217
2.6389378290154264,1.1729991305947205
2.764601535159018,1.190923048170033
2.8902652413026093,1.2043931646637058
3.015928947446201,1.2127632787185898
3.141592653589793,1.2156229744652522
3.267256359733385,1.2128391086753094
3.3929200658769765,1.2045694419398754
3.5185837720205684,1.1912472638757508
3.6442474781641603,1.1735376654445264
3.7699111843077513,1.1522686371610031
3.895574890451343,1.1283438901051122
4.0212385965949355,1.1026485762039646
4.1469023027385274,1.0759623127289637
4.272566008882119,1.0488942956377632
4.39822971502571,1.0218518884057968
4.523893421169302,0.9950474861539225
4.649557127312894,0.9685405662021586
4.775220833456485,0.9423048833732977
4.900884539600077,0.9163063476803882
5.026548245743669,0.890575805847046
5.15221195188726,0.8652625814547162
5.277875658030853,0.8406588085938582
5.403539364174444,0.8171908055854532
5.529203070318036,0.7953810654092303
5.654866776461628,0.7757912702926378
5.780530482605219,0.7589609386230174
5.906194188748811,0.7453561105877821
6.031857894892402,0.7353376006095181
