% Model,Supported-Internal-Embedded.mph
% Version,COMSOL 5.4.0.225
% Date,"Sep 25 2022, 12:32"
% Table,"Table: Table 1 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),"theta_i=0.2618, Q_sca (1)","theta_i=0.2618, Q_abs (1)","theta_i=0.2618, Q_ext (1)","theta_i=0.66323, Q_sca (1)","theta_i=0.66323, Q_abs (1)","theta_i=0.66323, Q_ext (1)","theta_i=0.73304, Q_sca (1)","theta_i=0.73304, Q_abs (1)","theta_i=0.73304, Q_ext (1)","theta_i=1.309, Q_sca (1)","theta_i=1.309, Q_abs (1)","theta_i=1.309, Q_ext (1)"
400,0.031016156572415455,1.5195418633670559,1.5505580199394713,0.04734540969327304,2.315962609665594,2.363308019358867,0.08554568970004534,4.180609457755666,4.266155147455711,0.0152817398721563,0.7570683018015998,0.7723500416737561
410,0.028487086028107032,1.4922574126345065,1.5207444986626135,0.04348696937449797,2.274595449252922,2.3180824186274203,0.07849878279148459,4.102507778970666,4.181006561762151,0.01388845263791938,0.7353531707192696,0.749241623357189
419.99999999999994,0.026016493470089466,1.4611881943071452,1.4872046877772347,0.03969996309154436,2.227422956156908,2.2671229192484526,0.07159067758970154,4.014219765248737,4.085810442838438,0.012549785935743426,0.7125554458350739,0.7251052317708173
429.99999999999994,0.023677533387499883,1.4316726785981408,1.4553502119856407,0.036156630616128296,2.1825944587001374,2.2187510893162656,0.06516088978545095,3.9304190024990873,3.995579892284538,0.011321474812051615,0.6912116732928689,0.7025331481049205
439.99999999999994,0.021958329633166292,1.4252221966607048,1.447180526293871,0.03351941059127205,2.1729179718716005,2.2064373824628727,0.06036166404300316,3.9101391551389586,3.9705008191819617,0.010397895414040759,0.6814556163094464,0.6918535117234872
450,0.020443191776324973,1.4284310741933164,1.4488742659696414,0.031225385107543736,2.177954441513248,2.2091798266207916,0.05620597083540583,3.9164606744523796,3.9726666452877852,0.009594094486748491,0.6766365726508662,0.6862306671376147
460,0.0187350199520653,1.4177385074027555,1.4364735273548208,0.028598698302897234,2.1617757986243413,2.1903744969272387,0.05142653759733099,3.8847399566599194,3.9361664942572503,0.008724438657586972,0.6656147898999724,0.6743392285575593
470,0.01721857971610085,1.4111630579988097,1.4283816377149106,0.02628642132231723,2.1518617982344583,2.1781482195567756,0.04723670408909759,3.8644086661564034,3.911645370245501,0.007955191220611758,0.6568764141173383,0.66483160533795
480,0.016547992894121354,1.4441846627921835,1.460732655686305,0.025263831829183202,2.2023283901856323,2.2275922220148154,0.04537591837403627,3.9525777780510722,3.9979536964251086,0.007586975760797317,0.6666547073616499,0.6742416831224473
490,0.01734789078300285,1.5467620886401388,1.5641099794231417,0.026501225903927318,2.3588697032517656,2.385370929155693,0.04758669218351497,4.231014582993875,4.278601275177389,0.007899205966675248,0.7082164423859381,0.7161156483526133
500,0.020832446809780563,1.762752670816039,1.7835851176258195,0.031824203562768126,2.6883796429294637,2.720203846492232,0.057112429460724055,4.819394681744601,4.876507111205325,0.00942046122898999,0.8009214917153304,0.8103419529443204
505,0.024273551297994172,1.9315544867203178,1.955828038018312,0.03710114260067728,2.945875154113345,2.9829762967140225,0.06657552211165851,5.279675352196313,5.346250874307971,0.010958194455956145,0.8744823740394855,0.8854405684954416
