% Model,Supported-Internal-00.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 23:32"
% Table,"Table: Table 5 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
wlength (nm),Q_sca (15),Q_abs (15),Q_ext (15),Q_sca (38),Q_abs (38),Q_ext (38),Q_sca (42),Q_abs (42),Q_ext (42),Q_sca (75,Q_abs (75),Q_ext (75)
535,0.027493,1.6026,1.6301000000000001,0.042089000000000001,2.4445999999999999,2.4866999999999999,0.073818999999999996,4.282,4.3558000000000003,0.0092812999999999993,0.54720999999999997,0.55649000000000004
537.5,0.027517,1.538,1.5654999999999999,0.042097000000000002,2.3460000000000001,2.3881000000000001,0.073797000000000001,4.1093999999999999,4.1832000000000003,0.0092773999999999999,0.52519000000000005,0.53447
540,0.027257,1.4659,1.4931000000000001,0.041688999999999997,2.2360000000000002,2.2776999999999998,0.073066000000000006,3.9167000000000001,3.9897,0.0091888000000000004,0.50056999999999996,0.50975999999999999
540,0.027257,1.4659,1.4931000000000001,0.041688999999999997,2.2360000000000002,2.2776999999999998,0.073066000000000006,3.9167000000000001,3.9897,0.0091888000000000004,0.50056999999999996,0.50975999999999999
542.49999999999989,0.026605,1.3904000000000001,1.417,0.040622999999999999,2.1208999999999998,2.1615000000000002,0.071164000000000005,3.7149999999999999,3.7860999999999998,0.0089370000000000005,0.47477999999999998,0.48370999999999997
545,0.025835,1.3130999999999999,1.339,0.039488000000000002,2.0030999999999999,2.0426000000000002,0.069170999999999996,3.5085999999999999,3.5777999999999999,0.008685,0.44838,0.45706000000000002
547.5,0.025118999999999999,1.2363,1.2615000000000001,0.038379999999999997,1.8858999999999999,1.9242999999999999,0.067214999999999997,3.3033999999999999,3.3706,0.0084398000000000008,0.42210999999999999,0.43054999999999999
550,0.024503,1.161,1.1855,0.037418,1.7709999999999999,1.8084,0.065501000000000004,3.1019999999999999,3.1675,0.0082248000000000009,0.39634000000000003,0.40455999999999998
550,0.024503,1.161,1.1855,0.037418,1.7709999999999999,1.8084,0.065501000000000004,3.1019999999999999,3.1675,0.0082248000000000009,0.39634000000000003,0.40455999999999998
552.49999999999989,0.023439000000000002,1.0872999999999999,1.1108,0.035800999999999999,1.6586000000000001,1.6943999999999999,0.062699000000000005,2.9051,2.9678,0.0078702000000000008,0.37113000000000002,0.379
555,0.022703000000000001,1.0174000000000001,1.0401,0.034645000000000002,1.5519000000000001,1.5866,0.060634,2.7181999999999999,2.7787999999999999,0.0076093999999999997,0.34720000000000001,0.35481000000000001
557.5,0.021894,0.94874000000000003,0.97062999999999999,0.033402000000000001,1.4472,1.4805999999999999,0.058451000000000003,2.5348000000000002,2.5933000000000002,0.0073347000000000004,0.32372000000000001,0.33106000000000002
560,0.021114999999999998,0.88373999999999997,0.90485000000000004,0.032204000000000003,1.3481000000000001,1.3803000000000001,0.056342999999999997,2.3611,2.4174000000000002,0.0070686000000000004,0.30148999999999998,0.30856
560,0.021114999999999998,0.88373999999999997,0.90485000000000004,0.032204000000000003,1.3481000000000001,1.3803000000000001,0.056342999999999997,2.3611,2.4174000000000002,0.0070686000000000004,0.30148999999999998,0.30856
570,0.017925,0.65752999999999995,0.67545999999999995,0.027303000000000001,1.0029999999999999,1.0303,0.047725999999999998,1.7565999999999999,1.8043,0.0059823000000000003,0.22414999999999999,0.23013
580,0.015161000000000001,0.48426000000000002,0.49941999999999998,0.023074000000000001,0.73872000000000004,0.76178999999999997,0.040289999999999999,1.2936000000000001,1.3339000000000001,0.0050420999999999999,0.16495000000000001,0.17000000000000001
590,0.012664999999999999,0.35964000000000002,0.37230000000000002,0.019252999999999999,0.54862,0.56788000000000005,0.033577999999999997,0.96059000000000005,0.99417,0.0041931,0.12242,0.12661
600,0.010649,0.27274999999999999,0.28338999999999998,0.016181999999999998,0.41607,0.43225999999999998,0.028215,0.72843999999999998,0.75665000000000004,0.0035219000000000001,0.092795000000000002,0.096317
