% Model,Supported-Internal-m50.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 23:31"
% Table,"Table: Table 5 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% theta_i (deg),wlength (nm),Q_sca (1),Q_abs (1),Q_ext (1),Q_sca (1),Q_abs (1),Q_ext (1),Q_sca (1),Q_abs (1),Q_ext (1),Q_sca (1),Q_abs (1),Q_ext (1)
14.999999999999998,525,0.04137475422543924,2.4446660003837777,2.486040754609217,0.04137475422543924,2.4446660003837777,2.486040754609217,0.04137475422543924,2.4446660003837777,2.486040754609217,0.04137475422543924,2.4446660003837777,2.486040754609217
14.999999999999998,527.5,0.04370517500172921,2.47395886999678,2.5176640449985093,0.04370517500172921,2.47395886999678,2.5176640449985093,0.04370517500172921,2.47395886999678,2.5176640449985093,0.04370517500172921,2.47395886999678,2.5176640449985093
14.999999999999998,530,0.04586028110428689,2.4775189502064507,2.5233792313107375,0.04586028110428689,2.4775189502064507,2.5233792313107375,0.04586028110428689,2.4775189502064507,2.5233792313107375,0.04586028110428689,2.4775189502064507,2.5233792313107375
14.999999999999998,530,0.04586028110428224,2.477518950206472,2.5233792313107544,0.04586028110428224,2.477518950206472,2.5233792313107544,0.04586028110428224,2.477518950206472,2.5233792313107544,0.04586028110428224,2.477518950206472,2.5233792313107544
14.999999999999998,532.4999999999999,0.04706963707347409,2.455137325065803,2.502206962139277,0.04706963707347409,2.455137325065803,2.502206962139277,0.04706963707347409,2.455137325065803,2.502206962139277,0.04706963707347409,2.455137325065803,2.502206962139277
14.999999999999998,535,0.04804008914609909,2.408349824275925,2.4563899134220244,0.04804008914609909,2.408349824275925,2.4563899134220244,0.04804008914609909,2.408349824275925,2.4563899134220244,0.04804008914609909,2.408349824275925,2.4563899134220244
14.999999999999998,537.5,0.04846793704431607,2.3415479276818356,2.3900158647261516,0.04846793704431607,2.3415479276818356,2.3900158647261516,0.04846793704431607,2.3415479276818356,2.3900158647261516,0.04846793704431607,2.3415479276818356,2.3900158647261516
14.999999999999998,540,0.04836055848073259,2.260227978673407,2.3085885371541397,0.04836055848073259,2.260227978673407,2.3085885371541397,0.04836055848073259,2.260227978673407,2.3085885371541397,0.04836055848073259,2.260227978673407,2.3085885371541397
14.999999999999998,540,0.04836055848070165,2.260227978673453,2.308588537154155,0.04836055848070165,2.260227978673453,2.308588537154155,0.04836055848070165,2.260227978673453,2.308588537154155,0.04836055848070165,2.260227978673453,2.308588537154155
14.999999999999998,542.4999999999999,0.047814416835066945,2.1645407947701893,2.2123552116052565,0.047814416835066945,2.1645407947701893,2.2123552116052565,0.047814416835066945,2.1645407947701893,2.2123552116052565,0.047814416835066945,2.1645407947701893,2.2123552116052565
14.999999999999998,545,0.04707911707642612,2.062287483890115,2.109366600966541,0.04707911707642612,2.062287483890115,2.109366600966541,0.04707911707642612,2.062287483890115,2.109366600966541,0.04707911707642612,2.062287483890115,2.109366600966541
14.999999999999998,547.5,0.04602789142907196,1.956258125728942,2.002286017158014,0.04602789142907196,1.956258125728942,2.002286017158014,0.04602789142907196,1.956258125728942,2.002286017158014,0.04602789142907196,1.956258125728942,2.002286017158014
14.999999999999998,550,0.044735391889584045,1.8481674415900502,1.8929028334796343,0.044735391889584045,1.8481674415900502,1.8929028334796343,0.044735391889584045,1.8481674415900502,1.8929028334796343,0.044735391889584045,1.8481674415900502,1.8929028334796343
14.999999999999998,550,0.04473539188959118,1.8481674415899985,1.8929028334795897,0.04473539188959118,1.8481674415899985,1.8929028334795897,0.04473539188959118,1.8481674415899985,1.8929028334795897,0.04473539188959118,1.8481674415899985,1.8929028334795897
14.999999999999998,552.4999999999999,0.04328644981034581,1.739310420666934,1.7825968704772799,0.04328644981034581,1.739310420666934,1.7825968704772799,0.04328644981034581,1.739310420666934,1.7825968704772799,0.04328644981034581,1.739310420666934,1.7825968704772799
14.999999999999998,555,0.042031146782072155,1.6327684007620447,1.6747995475441169,0.042031146782072155,1.6327684007620447,1.6747995475441169,0.042031146782072155,1.6327684007620447,1.6747995475441169,0.042031146782072155,1.6327684007620447,1.6747995475441169
14.999999999999998,557.5,0.040522512028524124,1.52750781875246,1.5680303307809842,0.040522512028524124,1.52750781875246,1.5680303307809842,0.040522512028524124,1.52750781875246,1.5680303307809842,0.040522512028524124,1.52750781875246,1.5680303307809842
14.999999999999998,560,0.0390306328685545,1.4259605394183617,1.4649911722869162,0.0390306328685545,1.4259605394183617,1.4649911722869162,0.0390306328685545,1.4259605394183617,1.4649911722869162,0.0390306328685545,1.4259605394183617,1.4649911722869162
14.999999999999998,560,0.03903063286853248,1.425960539418444,1.4649911722869766,0.03903063286853248,1.425960539418444,1.4649911722869766,0.03903063286853248,1.425960539418444,1.4649911722869766,0.03903063286853248,1.425960539418444,1.4649911722869766
14.999999999999998,570,0.03321333066620871,1.0618709195285567,1.0950842501947655,0.03321333066620871,1.0618709195285567,1.0950842501947655,0.03321333066620871,1.0618709195285567,1.0950842501947655,0.03321333066620871,1.0618709195285567,1.0950842501947655
14.999999999999998,580,0.027599795441502727,0.7774388322052765,0.8050386276467792,0.027599795441502727,0.7774388322052765,0.8050386276467792,0.027599795441502727,0.7774388322052765,0.8050386276467792,0.027599795441502727,0.7774388322052765,0.8050386276467792
14.999999999999998,590,0.02277215623290251,0.5708053079300759,0.5935774641629784,0.02277215623290251,0.5708053079300759,0.5935774641629784,0.02277215623290251,0.5708053079300759,0.5935774641629784,0.02277215623290251,0.5708053079300759,0.5935774641629784
14.999999999999998,600,0.018883637215185076,0.4276619913301878,0.4465456285453729,0.018883637215185076,0.4276619913301878,0.4465456285453729,0.018883637215185076,0.4276619913301878,0.4465456285453729,0.018883637215185076,0.4276619913301878,0.4465456285453729
