% Model,Supported-Internal-p75.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 23:34"
% Table,"Table: Table 5 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
% wlength (nm),Q_sca (15),Q_abs (15),Q_ext (15),Q_sca (38),Q_abs (38),Q_ext (38),Q_sca (42),Q_abs (42),Q_ext (42),Q_sca (75),Q_abs (75),Q_ext (75)
400,0.0081110999999999996,0.55410999999999999,0.56222000000000005,0.012411,0.84557000000000004,0.85797999999999996,0.021193,1.4420999999999999,1.4633,0.0019965999999999999,0.13988999999999999,0.14188999999999999
410,0.0074358999999999996,0.54025000000000001,0.54769000000000001,0.011383000000000001,0.82442000000000004,0.83579999999999999,0.019446999999999999,1.4068000000000001,1.4261999999999999,0.0018461,0.13714999999999999,0.13899
419.99999999999994,0.0067708999999999998,0.52681,0.53358000000000005,0.010357,0.80388999999999999,0.81425000000000003,0.017698999999999999,1.3725000000000001,1.3902000000000001,0.0016873000000000001,0.13442999999999999,0.13611000000000001
429.99999999999994,0.0061805000000000002,0.51548000000000005,0.52166000000000001,0.0094436999999999993,0.78659999999999997,0.79605000000000004,0.016138,1.3435999999999999,1.3597999999999999,0.0015479000000000001,0.13216,0.13371
439.99999999999994,0.0057451000000000004,0.51380000000000003,0.51954,0.0087801000000000008,0.78403,0.79281000000000001,0.015016,1.3398000000000001,1.3549,0.0014528,0.13225999999999999,0.13371
450,0.0053362000000000001,0.51749999999999996,0.52283000000000002,0.0081580999999999997,0.78966999999999998,0.79783000000000004,0.01396,1.3501000000000001,1.3640000000000001,0.001356,0.13367999999999999,0.13503999999999999
460,0.0048960999999999996,0.51917999999999997,0.52407999999999999,0.0074885000000000004,0.79224000000000006,0.79973000000000005,0.012818,1.355,1.3677999999999999,0.0012477,0.13458000000000001,0.13583000000000001
470,0.0045599000000000004,0.52390000000000003,0.52846000000000004,0.0069749,0.79942000000000002,0.80640000000000001,0.011946,1.3677999999999999,1.3797999999999999,0.0011731999999999999,0.13622999999999999,0.13739999999999999
480,0.0043734000000000004,0.54369000000000001,0.54805999999999999,0.0066775000000000003,0.82960999999999996,0.83628999999999998,0.011434,1.4200999999999999,1.4315,0.0011247,0.14177000000000001,0.14288999999999999
490,0.0044650999999999996,0.58592,0.59038999999999997,0.0068323000000000004,0.89405999999999997,0.90088999999999997,0.011717,1.5309999999999999,1.5427,0.0011590000000000001,0.1532,0.15436
