% Model,Supported-Internal-m25.mph
% Version,COMSOL 5.4.0.225
% Date,"Aug 14 2022, 23:32"
% Table,"Table: Table 5 - Global Evaluation: Global Evaluation 1 (Q_sca, Q_abs, Q_ext)"
wlength (nm),Q_sca (15),Q_abs (15),Q_ext (15),Q_sca (38),Q_abs (38),Q_ext (38),Q_sca (42),Q_abs (42),Q_ext (42),Q_sca (75),Q_abs (75),Q_ext (75)
400,0.022178,1.2242999999999999,1.2464999999999999,0.034056999999999997,1.8672,1.9013,0.060325999999999998,3.2953999999999999,3.3557000000000001,0.0082570000000000005,0.46339000000000002,0.47165000000000001
410,0.020341999999999999,1.1981999999999999,1.2184999999999999,0.031220999999999999,1.8272999999999999,1.8585,0.055277,3.2241,3.2793999999999999,0.0075386999999999997,0.45163999999999999,0.45917999999999998
419.99999999999994,0.018561999999999999,1.1701999999999999,1.1887000000000001,0.028490999999999999,1.7847,1.8131999999999999,0.050427,3.1480999999999999,3.1985000000000001,0.0068539999999999998,0.43939,0.44624999999999998
429.99999999999994,0.016926,1.1443000000000001,1.1612,0.025963,1.7452000000000001,1.7712000000000001,0.045926000000000002,3.0775999999999999,3.1234999999999999,0.0062307999999999999,0.42803999999999998,0.43426999999999999
439.99999999999994,0.015679999999999999,1.1387,1.1544000000000001,0.024031,1.7367999999999999,1.7607999999999999,0.042483,3.0619999999999998,3.1044999999999998,0.0057431000000000001,0.42431999999999997,0.43006
450,0.014633999999999999,1.1423000000000001,1.1569,0.022426000000000001,1.7423,1.7647999999999999,0.039634999999999997,3.0710000000000002,3.1107,0.0053425,0.42403999999999997,0.42937999999999998
460,0.013455,1.1362000000000001,1.1496999999999999,0.020619999999999999,1.7331000000000001,1.7537,0.036429000000000003,3.0539999999999998,3.0905,0.0048993999999999999,0.42024,0.42514000000000002
470,0.012331,1.135,1.1473,0.018911000000000001,1.7312000000000001,1.7501,0.033416000000000001,3.0499999999999998,3.0834000000000001,0.0044822999999999998,0.41826999999999998,0.42276000000000002
480,0.011898000000000001,1.1667000000000001,1.1786000000000001,0.018241,1.7797000000000001,1.7979000000000001,0.032222000000000001,3.1347,3.1669,0.0043132999999999999,0.42842000000000002,0.43274000000000001
490,0.012503,1.2554000000000001,1.2679,0.019165999999999999,1.915,1.9341999999999999,0.033848000000000003,3.3723000000000001,3.4062000000000001,0.0045297000000000002,0.45939000000000002,0.46392
500,0.014924,1.4321999999999999,1.4471000000000001,0.022877999999999999,2.1846999999999999,2.2075999999999998,0.040397000000000002,3.8468,3.8872,0.0054002,0.52261000000000002,0.52800999999999998
505,0.017142000000000001,1.5634999999999999,1.5806,0.026287999999999999,2.3849,2.4112,0.046427999999999997,4.1992000000000003,4.2455999999999996,0.0062011999999999996,0.56999,0.57618999999999998
